ticket_id,text,text_clean,category,language,channel,annotator_confidence
LBL-00071,This is unacceptable! 11 days and my issue has not been resolved.,This is unacceptable! 11 days and my issue has not been resolved.,account,mixed,social,0.82
LBL-04881,You have stolen my money. This is my final warning.,You have stolen my money. This is my final warning.,abuse,en,chat,1.0
LBL-01127,Two-factor authentication is not working on my account. 🤬,Two-factor authentication is not working on my account. 🤬,account,en,social,0.98
LBL-04025,The onboarding process was smooth and the product works well.,The onboarding process was smooth and the product works well.,feedback,en,chat,0.8
LBL-03251,My package was delivered to the wrong address. 😠😠,My package was delivered to the wrong address. 😠😠,delivery,en,chat,0.72
LBL-03902,Abeg my account has been locked for 1 days. I can't login at all.,Abeg my account has been locked for 1 days. I can't login at all.,feedback,mixed,chat,0.79
LBL-01096,I no fit change my email for account settings. System dey give error!!!,I no fit change my email for account settings. System dey give error!!!,account,pcm,email,0.72
LBL-04546,Account na ya kulle. Don Allah a taimake ni. 😠,Account na ya kulle. Don Allah a taimake ni. 😠,feedback,ha,chat,0.99
LBL-01213,"I need an invoice for ₦10,000 paid on 15 April 2025 for tax purposes.","I need an invoice for ₦10,000 paid on 15 April 2025 for tax purposes.",billing,en,chat,0.98
LBL-03922,Your customer service team resolved my issue quickly. Very happy.,Your customer service team resolved my issue quickly. Very happy.,feedback,pcm,chat,0.83
LBL-01426,My bank shows a charge from your company but I have no receipt.,My bank shows a charge from your company but I have no receipt.,billing,en,email,0.74
LBL-03067,Search no dey find anything. Even simple word no dey show result.,Search no dey find anything. Even simple word no dey show result.,technical,pcm,chat,0.75
LBL-04520,I love the new features but the performance has got worse!!!,I love the new features but the performance has got worse!!!,feedback,en,chat,0.82
LBL-02101,My discount code was not applied at checkout. I paid full price.,My discount code was not applied at checkout. I paid full price.,billing,en,chat,0.95
LBL-00808,The app dey crash every time on my Infinix Hot 30. Very frustrating.,The app dey crash every time on my Infinix Hot 30. Very frustrating.,account,mixed,chat,0.95
LBL-04744,This thing don do. Una don waste my time for 6 days.,This thing don do. Una don waste my time for 6 days.,abuse,pcm,email,0.76
LBL-03751,My parcel arrived damaged. I need a replacement or refund.,My parcel arrived damaged. I need a replacement or refund.,delivery,en,email,0.85
LBL-01363,I cancelled my subscription 6 days ago but was still charged.,I cancelled my subscription 6 days ago but was still charged.,billing,en,email,0.94
LBL-02318,The dark mode setting does not save between sessions.,The dark mode setting does not save between sessions.,technical,en,social,0.85
LBL-04582,The pricing is too high compared to your competitors.,The pricing is too high compared to your competitors.,feedback,en,email,0.91
LBL-04742,I go tell everybody about una nonsense service. Mark my words.,I go tell everybody about una nonsense service. Mark my words.,abuse,pcm,email,0.72
LBL-01026,Una system block my account. I never do anything wrong.,Una system block my account. I never do anything wrong.,account,pcm,email,0.97
LBL-03110,I cannot download my data export. The link says 'file not found'.,I cannot download my data export. The link says 'file not found'.,technical,en,email,0.97
LBL-02111,I was charged the annual rate instead of monthly. Please correct this.,I was charged the annual rate instead of monthly. Please correct this.,billing,en,chat,0.86
LBL-01042,I am unable to change my registered email address!!!,I am unable to change my registered email address!!!,account,en,email,0.73
LBL-01877,I cancelled my subscription 10 days ago but was still charged!!! 👎👎,I cancelled my subscription 10 days ago but was still charged!!! 👎👎,billing,en,email,0.94
LBL-00882,I cannot access my account. The password reset email never arrives.,I cannot access my account. The password reset email never arrives.,account,en,email,0.75
LBL-04300,The product is excellent but the mobile app needs improvement.,The product is excellent but the mobile app needs improvement.,feedback,en,chat,0.73
LBL-01193,My account shows 'suspended' but I have done nothing wrong.,My account shows 'suspended' but I have done nothing wrong.,account,en,chat,0.9
LBL-04588,"An cire ₦5,000 daga asusuna ba tare da izinina ba.","An cire ₦5,000 daga asusuna ba tare da izinina ba.",feedback,ha,email,0.83
LBL-04511,Your help centre articles are outdated and not helpful.,Your help centre articles are outdated and not helpful.,feedback,en,email,0.93
LBL-03671,My package was delivered to the wrong address.,My package was delivered to the wrong address.,delivery,en,social,0.83
LBL-00625,Two-factor authentication is not working on my account!!!,Two-factor authentication is not working on my account!!!,account,en,email,0.87
LBL-02797,My delivery never came o. Order ORD-583006 is 13 days overdue.,My delivery never came o. Order ORD-583006 is 13 days overdue.,technical,mixed,chat,0.85
LBL-04292,Your customer service team resolved my issue quickly. Very happy!!!,Your customer service team resolved my issue quickly. Very happy!!!,feedback,en,email,0.8
LBL-04969,FIX THIS NOW OR I WILL GO TO EVERY REVIEW SITE AND RATE YOU ZERO.,FIX THIS NOW OR I WILL GO TO EVERY REVIEW SITE AND RATE YOU ZERO.,abuse,en,email,0.75
LBL-00234,"I cancelled my subscription but una still charge ₦5,000 this month.","I cancelled my subscription but una still charge ₦5,000 this month.",account,mixed,chat,0.77
LBL-04567,The new interface is really confusing. The old one was much better.,The new interface is really confusing. The old one was much better.,feedback,en,email,0.98
LBL-01663,I was charged the annual rate instead of monthly. Please correct this.,I was charged the annual rate instead of monthly. Please correct this.,billing,en,email,0.73
LBL-00416,My profile picture and settings were deleted without warning.,My profile picture and settings were deleted without warning.,account,en,email,0.9
LBL-04247,I have been a customer for 7 years and the quality is declining.,I have been a customer for 7 years and the quality is declining.,feedback,en,chat,0.82
LBL-02174,My payment keeps failing even though my card is valid!!!,My payment keeps failing even though my card is valid!!!,billing,en,email,0.96
LBL-01457,I cancelled my subscription 9 days ago but was still charged.,I cancelled my subscription 9 days ago but was still charged.,billing,en,social,0.94
LBL-00747,Ba na iya sauya kalmar sirrin na.,Ba na iya sauya kalmar sirrin na.,account,ha,chat,0.73
LBL-00018,I HAVE BEEN TRYING TO ACCESS MY ACCOUNT SINCE LAST WEEK WITH NO SUCCESS.,I HAVE BEEN TRYING TO ACCESS MY ACCOUNT SINCE LAST WEEK WITH NO SUCCESS.,account,en,chat,0.76
LBL-01201,I cancelled my subscription 9 days ago but was still charged.,I cancelled my subscription 9 days ago but was still charged.,billing,en,email,0.77
LBL-01700,I did not authorise a charge of ₦500 on my account.,I did not authorise a charge of ₦500 on my account.,billing,en,email,0.94
LBL-03254,My order is showing as stuck in transit for 8 days.,My order is showing as stuck in transit for 8 days.,delivery,en,chat,0.74
LBL-00597,Two-factor code no dey reach my phone. I no fit login.,Two-factor code no dey reach my phone. I no fit login.,account,pcm,email,0.92
LBL-03227,Abeg my account has been locked for 14 days. I can't login at all.,Abeg my account has been locked for 14 days. I can't login at all.,delivery,mixed,social,0.78
LBL-04406,Please add dark mode — many users have been asking for this.,Please add dark mode — many users have been asking for this.,feedback,en,chat,0.77
LBL-04720,The worst company I have ever dealt with. Absolutely disgusting.,The worst company I have ever dealt with. Absolutely disgusting.,abuse,en,chat,0.96
LBL-01506,"I was charged ₦25,000 twice this month. Please reverse one charge.","I was charged ₦25,000 twice this month. Please reverse one charge.",billing,en,social,0.91
LBL-01413,"The refund of ₦1,000 I requested 3 days ago has not arrived!!!","The refund of ₦1,000 I requested 3 days ago has not arrived!!!",billing,en,email,0.94
LBL-01966,My bank shows a charge from your company but I have no receipt.,My bank shows a charge from your company but I have no receipt.,billing,en,chat,0.84
LBL-00372,THE APP DEY CRASH EVERY TIME ON MY ANDROID 13. VERY FRUSTRATING.,THE APP DEY CRASH EVERY TIME ON MY ANDROID 13. VERY FRUSTRATING.,account,mixed,chat,0.94
LBL-01341,My bank shows a charge from your company but I have no receipt!!!,My bank shows a charge from your company but I have no receipt!!!,billing,en,chat,0.86
LBL-00599,I am unable to change my registered email address.,I am unable to change my registered email address.,account,en,email,0.86
LBL-00239,E dey log me out every time. The session no dey last. 😡,E dey log me out every time. The session no dey last. 😡,account,pcm,email,0.75
LBL-03401,My express delivery took 1 days instead of next-day.,My express delivery took 1 days instead of next-day.,delivery,pcm,chat,0.81
LBL-02068,"My invoice shows ₦1,000 but we agreed on ₦9,000.","My invoice shows ₦1,000 but we agreed on ₦9,000.",billing,en,email,0.96
LBL-00811,I am unable to change my registered email address. 🙏,I am unable to change my registered email address. 🙏,account,en,chat,0.9
LBL-01095,I have been trying to access my account since Monday with no success. 🤬🤬,I have been trying to access my account since Monday with no success. 🤬🤬,account,en,chat,0.78
LBL-04325,Your customer service team resolved my issue quickly. Very happy.,Your customer service team resolved my issue quickly. Very happy.,feedback,en,email,0.92
LBL-04761,This is absolute rubbish. Your company is a absolute disgrace.,This is absolute rubbish. Your company is a absolute disgrace.,abuse,en,social,0.8
LBL-03677,My parcel arrived damaged. I need a replacement or refund.,My parcel arrived damaged. I need a replacement or refund.,delivery,pcm,social,0.84
LBL-03465,The tracking page shows 'delivered' but nothing arrived.,The tracking page shows 'delivered' but nothing arrived.,delivery,en,email,0.95
LBL-03104,The website does not load on Firefox. I have cleared my cache.,The website does not load on Firefox. I have cleared my cache.,technical,en,email,0.86
LBL-02750,App don slow down die. Everything take 21 seconds.,App don slow down die. Everything take 21 seconds.,technical,pcm,email,0.73
LBL-02296,"Ẹ jọ̀ọ́, àkọọ́lẹ̀ mi ti pa. Ẹ ran mi lọ́wọ́.","Ẹ jọ̀ọ́, àkọọ́lẹ̀ mi ti pa. Ẹ ran mi lọ́wọ́.",technical,yo,email,1.0
LBL-04193,Please add dark mode — many users have been asking for this.,Please add dark mode — many users have been asking for this.,feedback,en,chat,0.76
LBL-03709,My order is showing as stuck in transit for 6 days.,My order is showing as stuck in transit for 6 days.,delivery,en,email,0.81
LBL-03019,App don slow down die. Everything take 26 seconds.,App don slow down die. Everything take 26 seconds.,technical,pcm,chat,0.91
LBL-04253,Error code ERR-574 keeps showing when I try to upload my documents!!!,Error code ERR-574 keeps showing when I try to upload my documents!!!,feedback,mixed,email,0.9
LBL-00804,My account has been locked for 11 days and I cannot log in.,My account has been locked for 11 days and I cannot log in.,account,en,chat,0.79
LBL-04191,The onboarding process was smooth and the product works well.,The onboarding process was smooth and the product works well.,feedback,pcm,email,0.95
LBL-03706,The tracking page shows 'delivered' but nothing arrived!!!,The tracking page shows 'delivered' but nothing arrived!!!,delivery,en,chat,0.92
LBL-00752,"I cancelled my subscription but una still charge ₦10,000 this month!!! oya","I cancelled my subscription but una still charge ₦10,000 this month!!! oya",account,mixed,chat,0.79
LBL-04645,The worst company I have ever dealt with. Absolutely disgusting.,The worst company I have ever dealt with. Absolutely disgusting.,abuse,en,email,0.83
LBL-02532,This is unacceptable! 8 days and my issue has not been resolved!!! please,This is unacceptable! 8 days and my issue has not been resolved!!! please,technical,mixed,chat,1.0
LBL-00622,I cannot access my account. The password reset email never arrives.,I cannot access my account. The password reset email never arrives.,account,en,social,0.89
LBL-02298,I keep getting an error code ERR-755 when I try to submit the form.,I keep getting an error code ERR-755 when I try to submit the form.,technical,en,social,0.86
LBL-03829,The delivery driver did not knock — just marked it as delivered.,The delivery driver did not knock — just marked it as delivered.,delivery,pcm,chat,0.86
LBL-00567,MY ACCOUNT SHOWS 'SUSPENDED' BUT I HAVE DONE NOTHING WRONG.,MY ACCOUNT SHOWS 'SUSPENDED' BUT I HAVE DONE NOTHING WRONG.,account,en,chat,0.94
LBL-01136,I am unable to change my registered email address.,I am unable to change my registered email address.,account,en,email,0.96
LBL-01205,"AN CIRE ₦2,500 DAGA ASUSUNA BA TARE DA IZININA BA.","AN CIRE ₦2,500 DAGA ASUSUNA BA TARE DA IZININA BA.",billing,ha,email,0.96
LBL-01048,My profile picture and settings were deleted without warning.,My profile picture and settings were deleted without warning.,account,en,email,0.74
LBL-00052,I don try 5 times to enter my account. E no gree. 😭😭,I don try 5 times to enter my account. E no gree. 😭😭,account,pcm,email,0.78
LBL-03652,My package was delivered to the wrong address.,My package was delivered to the wrong address.,delivery,en,email,0.77
LBL-01045,I am unable to change my registered email address.,I am unable to change my registered email address.,account,en,email,0.8
LBL-02182,"I did not authorise a charge of ₦5,000 on my account.","I did not authorise a charge of ₦5,000 on my account.",billing,en,chat,1.0
LBL-02689,UPLOAD BUTTON NO DEY DO ANYTHING. I CAN'T SEND MY DOCUMENTS.,UPLOAD BUTTON NO DEY DO ANYTHING. I CAN'T SEND MY DOCUMENTS.,technical,pcm,email,0.83
LBL-00535,Account locked after 5 failed login attempts. Please help.,Account locked after 5 failed login attempts. Please help.,account,en,email,0.89
LBL-03185,I cannot download my data export. The link says 'file not found'.,I cannot download my data export. The link says 'file not found'.,technical,en,email,0.98
LBL-03858,The app is extremely slow — e dey do 30 seconds for simple task.,The app is extremely slow — e dey do 30 seconds for simple task.,delivery,mixed,email,0.93
LBL-00444,I have been trying to access my account since yesterday with no success.,I have been trying to access my account since yesterday with no success.,account,en,chat,0.83
LBL-03605,ABEG MY ACCOUNT HAS BEEN LOCKED FOR 12 DAYS. I CAN'T LOGIN AT ALL.,ABEG MY ACCOUNT HAS BEEN LOCKED FOR 12 DAYS. I CAN'T LOGIN AT ALL.,delivery,mixed,email,0.82
LBL-00196,My account shows 'suspended' but I have done nothing wrong. 😡😡,My account shows 'suspended' but I have done nothing wrong. 😡😡,account,en,chat,0.98
LBL-01116,Account locked after 5 failed login attempts. Please help.,Account locked after 5 failed login attempts. Please help.,account,en,email,0.85
LBL-00766,I cannot access my account. The password reset email never arrives. 😠😠,I cannot access my account. The password reset email never arrives. 😠😠,account,en,social,0.83
LBL-01946,My discount code was not applied at checkout. I paid full price.,My discount code was not applied at checkout. I paid full price.,billing,en,chat,0.95
LBL-03248,My order is showing as stuck in transit for 9 days.,My order is showing as stuck in transit for 9 days.,delivery,en,email,0.83
LBL-03003,I cannot download my data export. The link says 'file not found'.,I cannot download my data export. The link says 'file not found'.,technical,en,chat,0.81
LBL-01433,Error code ERR-650 keeps showing when I try to upload my documents.,Error code ERR-650 keeps showing when I try to upload my documents.,billing,mixed,chat,0.93
LBL-04201,The onboarding process was smooth and the product works well. 😠😠,The onboarding process was smooth and the product works well. 😠😠,feedback,pcm,chat,0.87
LBL-03096,The app dey crash every time I open am for my Infinix Hot 30.,The app dey crash every time I open am for my Infinix Hot 30.,technical,pcm,email,0.79
LBL-02923,Dark mode setting no dey save. E reset every time I open app. please,Dark mode setting no dey save. E reset every time I open app. please,technical,pcm,email,0.89
LBL-00645,My account keeps logging me out every 44 hours. 💔💔,My account keeps logging me out every 44 hours. 💔💔,account,en,email,0.79
LBL-01050,My account keeps logging me out every 29 hours.,My account keeps logging me out every 29 hours.,account,en,email,0.83
LBL-03746,I received the wrong item in my order ORD-323736.,I received the wrong item in my order ORD-323736.,delivery,pcm,email,0.9
LBL-04094,Error code ERR-457 keeps showing when I try to upload my documents.,Error code ERR-457 keeps showing when I try to upload my documents.,feedback,mixed,email,0.95
LBL-04404,The product is excellent but the mobile app needs improvement. 😤😤,The product is excellent but the mobile app needs improvement. 😤😤,feedback,pcm,social,0.82
LBL-00121,I have been trying to access my account since last week with no success.,I have been trying to access my account since last week with no success.,account,en,email,0.93
LBL-02053,I was charged the annual rate instead of monthly. Please correct this.,I was charged the annual rate instead of monthly. Please correct this.,billing,en,chat,0.99
LBL-04259,Your customer service team resolved my issue quickly. Very happy.,Your customer service team resolved my issue quickly. Very happy.,feedback,pcm,chat,0.85
LBL-04889,You are thieves. I am reporting you to the consumer protection agency. 😠,You are thieves. I am reporting you to the consumer protection agency. 😠,abuse,en,chat,0.95
LBL-04335,I love the new features but the performance has got worse.,I love the new features but the performance has got worse.,feedback,en,social,0.86
LBL-04692,Your staff are incompetent and rude. I am done with this company.,Your staff are incompetent and rude. I am done with this company.,abuse,en,email,0.85
LBL-00135,I cannot reset my password. The link expires immediately.,I cannot reset my password. The link expires immediately.,account,en,chat,0.99
LBL-02461,Notifications stopped working after the last update. 🤬🤬,Notifications stopped working after the last update. 🤬🤬,technical,en,email,0.73
LBL-01955,I was charged ₦500 twice this month. Please reverse one charge.,I was charged ₦500 twice this month. Please reverse one charge.,billing,en,email,0.81
LBL-02464,Upload button no dey do anything. I can't send my documents.,Upload button no dey do anything. I can't send my documents.,technical,pcm,email,0.92
LBL-00185,Two-factor code no dey reach my phone. I no fit login!!!,Two-factor code no dey reach my phone. I no fit login!!!,account,pcm,social,0.97
LBL-01393,"UNA TAKE ₦1,000 FROM MY ACCOUNT WEY I NO AUTHORISE!!!","UNA TAKE ₦1,000 FROM MY ACCOUNT WEY I NO AUTHORISE!!!",billing,pcm,chat,0.93
LBL-02277,The app is extremely slow — every action takes 8 seconds.,The app is extremely slow — every action takes 8 seconds.,technical,en,email,0.78
LBL-00512,My account has been locked for 14 days and I cannot log in!!!,My account has been locked for 14 days and I cannot log in!!!,account,en,email,0.86
LBL-04730,If you do not fix this immediately I will make sure everyone knows.,If you do not fix this immediately I will make sure everyone knows.,abuse,en,email,0.97
LBL-04055,The live chat support was excellent today. Thank you.,The live chat support was excellent today. Thank you.,feedback,en,email,0.83
LBL-03138,The website does not load on Safari. I have cleared my cache.,The website does not load on Safari. I have cleared my cache.,technical,en,social,0.9
LBL-02670,Video calls keep dropping after 16 minutes!!!,Video calls keep dropping after 16 minutes!!!,technical,en,chat,0.85
LBL-04774,If una no fix this today e go bad for una!!!,If una no fix this today e go bad for una!!!,abuse,pcm,social,0.74
LBL-04862,I have been waiting 8 days. This is completely unacceptable.,I have been waiting 8 days. This is completely unacceptable.,abuse,en,email,0.97
LBL-02118,"Una charge me ₦1,000 two times this month. Abeg refund one.","Una charge me ₦1,000 two times this month. Abeg refund one.",billing,pcm,email,0.84
LBL-00252,Two-factor code no dey reach my phone. I no fit login!!!,Two-factor code no dey reach my phone. I no fit login!!!,account,pcm,email,0.75
LBL-03527,Abeg refund my ₦500 — the service I paid for was not delivered. 💔💔,Abeg refund my ₦500 — the service I paid for was not delivered. 💔💔,delivery,mixed,email,0.94
LBL-03560,I need to change my delivery address before dispatch.,I need to change my delivery address before dispatch.,delivery,en,email,0.94
LBL-04012,The new interface is really confusing. The old one was much better.,The new interface is really confusing. The old one was much better.,feedback,en,email,0.76
LBL-01508,I was charged the annual rate instead of monthly. Please correct this.,I was charged the annual rate instead of monthly. Please correct this.,billing,en,email,0.98
LBL-00123,My account shows 'suspended' but I have done nothing wrong.,My account shows 'suspended' but I have done nothing wrong.,account,en,email,0.9
LBL-04260,The app is extremely slow — e dey do 27 seconds for simple task.,The app is extremely slow — e dey do 27 seconds for simple task.,feedback,mixed,social,0.96
LBL-03334,My order is showing as stuck in transit for 10 days.,My order is showing as stuck in transit for 10 days.,delivery,en,chat,0.99
LBL-01872,"I need an invoice for ₦50,000 paid on 23 June 2025 for tax purposes.","I need an invoice for ₦50,000 paid on 23 June 2025 for tax purposes.",billing,en,social,0.97
LBL-03693,The tracking page shows 'delivered' but nothing arrived.,The tracking page shows 'delivered' but nothing arrived.,delivery,en,chat,0.83
LBL-00568,Two-factor authentication is not working on my account.,Two-factor authentication is not working on my account.,account,en,chat,0.96
LBL-01372,"I need an invoice for ₦25,000 paid on 08 October 2025 for tax purposes.","I need an invoice for ₦25,000 paid on 08 October 2025 for tax purposes.",billing,en,email,0.93
LBL-03186,The website does not load on Chrome. I have cleared my cache.,The website does not load on Chrome. I have cleared my cache.,technical,en,social,0.83
LBL-03956,I love the new features but the performance has got worse.,I love the new features but the performance has got worse.,feedback,en,social,1.0
LBL-01057,MY ACCOUNT HAS BEEN LOCKED FOR 2 DAYS AND I CANNOT LOG IN. 👎,MY ACCOUNT HAS BEEN LOCKED FOR 2 DAYS AND I CANNOT LOG IN. 👎,account,en,chat,0.72
LBL-00857,I cannot reset my password. The link expires immediately.,I cannot reset my password. The link expires immediately.,account,en,social,0.96
LBL-03839,I need to change my delivery address before dispatch. 🙏 o,I need to change my delivery address before dispatch. 🙏 o,delivery,pcm,chat,0.99
LBL-02861,Video calls keep dropping after 20 minutes.,Video calls keep dropping after 20 minutes.,technical,en,chat,0.88
LBL-04770,My tracking shows delivered but nothing arrived at my address. 😡,My tracking shows delivered but nothing arrived at my address. 😡,abuse,mixed,chat,0.95
LBL-00777,My account shows 'suspended' but I have done nothing wrong.,My account shows 'suspended' but I have done nothing wrong.,account,en,chat,0.95
LBL-00721,I cannot access my account. The password reset email never arrives.,I cannot access my account. The password reset email never arrives.,account,en,social,0.76
LBL-02711,Website no dey open for Safari. I don clear cache.,Website no dey open for Safari. I don clear cache.,technical,pcm,email,0.78
LBL-02655,The search function returns no results even for obvious queries.,The search function returns no results even for obvious queries.,technical,en,email,0.85
LBL-04878,This is absolute rubbish. Your company is a absolute disgrace.,This is absolute rubbish. Your company is a absolute disgrace.,abuse,en,chat,0.85
LBL-00603,I am unable to change my registered email address.,I am unable to change my registered email address.,account,en,chat,0.97
LBL-03823,My express delivery took 10 days instead of next-day.,My express delivery took 10 days instead of next-day.,delivery,en,email,0.78
LBL-01245,"Abeg refund my ₦50,000 — the service I paid for was not delivered.","Abeg refund my ₦50,000 — the service I paid for was not delivered.",billing,mixed,social,0.78
LBL-04846,This is fraud. I am contacting my bank and a lawyer.,This is fraud. I am contacting my bank and a lawyer.,abuse,en,email,0.92
LBL-04842,This is absolute rubbish. Your company is a absolute disgrace.,This is absolute rubbish. Your company is a absolute disgrace.,abuse,en,social,0.96
LBL-00319,I have been trying to access my account since last week with no success.,I have been trying to access my account since last week with no success.,account,en,email,0.99
LBL-00829,"Don Allah, taimaka da wannan matsalar da sauri.","Don Allah, taimaka da wannan matsalar da sauri.",account,ha,email,0.78
LBL-03264,I received the wrong item in my order ORD-488644.,I received the wrong item in my order ORD-488644.,delivery,en,email,0.74
LBL-00275,Account locked after 9 failed login attempts. Please help.,Account locked after 9 failed login attempts. Please help.,account,en,social,0.82
LBL-02665,Notifications stopped working after the last update.,Notifications stopped working after the last update.,technical,en,chat,0.84
LBL-00550,The app is extremely slow — e dey do 23 seconds for simple task.,The app is extremely slow — e dey do 23 seconds for simple task.,account,mixed,email,0.9
LBL-03642,I need to change my delivery address before dispatch.,I need to change my delivery address before dispatch.,delivery,pcm,social,0.8
LBL-04054,The pricing is too high compared to your competitors.,The pricing is too high compared to your competitors.,feedback,en,social,0.86
LBL-04893,You are thieves. I am reporting you to the consumer protection agency.,You are thieves. I am reporting you to the consumer protection agency.,abuse,en,email,0.72
LBL-02935,Video calls keep dropping after 10 minutes.,Video calls keep dropping after 10 minutes.,technical,en,email,0.76
LBL-00606,I have been trying to access my account since Monday with no success.,I have been trying to access my account since Monday with no success.,account,en,email,0.99
LBL-00897,Account locked after 5 failed login attempts. Please help.,Account locked after 5 failed login attempts. Please help.,account,en,chat,0.89
LBL-00528,MY PROFILE PICTURE AND SETTINGS WERE DELETED WITHOUT WARNING.,MY PROFILE PICTURE AND SETTINGS WERE DELETED WITHOUT WARNING.,account,en,email,0.75
LBL-04608,Your staff are incompetent and rude. I am done with this company. 😤,Your staff are incompetent and rude. I am done with this company. 😤,abuse,en,chat,0.98
LBL-02348,Video calls keep dropping after 20 minutes!!!,Video calls keep dropping after 20 minutes!!!,technical,en,social,0.74
LBL-03440,My express delivery took 8 days instead of next-day.,My express delivery took 8 days instead of next-day.,delivery,en,social,0.82
LBL-04999,"Wọ́n gbà owó ₦1,000 lọ́wọ́ mi lọ́nàkọnà!!!","Wọ́n gbà owó ₦1,000 lọ́wọ́ mi lọ́nàkọnà!!!",abuse,yo,chat,0.79
LBL-04827,Una collect my money and no deliver. E be fraud!,Una collect my money and no deliver. E be fraud!,abuse,pcm,email,0.92
LBL-03923,Your customer service team resolved my issue quickly. Very happy.,Your customer service team resolved my issue quickly. Very happy.,feedback,en,chat,0.86
LBL-00299,My account has been locked for 13 days and I cannot log in.,My account has been locked for 13 days and I cannot log in.,account,en,email,0.78
LBL-02120,"I did not authorise a charge of ₦25,000 on my account!!!","I did not authorise a charge of ₦25,000 on my account!!!",billing,en,chat,0.73
LBL-02537,Mi ò gbọ́ àwọn ìfitónilétí mọ́ lẹ́yìn ìmúdójúìwọ̀n!!!,Mi ò gbọ́ àwọn ìfitónilétí mọ́ lẹ́yìn ìmúdójúìwọ̀n!!!,technical,yo,social,0.84
LBL-04204,I love the new features but the performance has got worse.,I love the new features but the performance has got worse.,feedback,en,social,0.9
LBL-03255,My order ORD-665628 was supposed to arrive 5 days ago.,My order ORD-665628 was supposed to arrive 5 days ago.,delivery,en,email,0.78
LBL-03726,"I was charged ₦1,000 twice — una don double charge me this month!!!","I was charged ₦1,000 twice — una don double charge me this month!!!",delivery,mixed,chat,0.9
LBL-01261,I cancelled my subscription 11 days ago but was still charged!!!,I cancelled my subscription 11 days ago but was still charged!!!,billing,en,social,0.98
LBL-01559,My payment keeps failing even though my card is valid.,My payment keeps failing even though my card is valid.,billing,en,chat,0.96
LBL-03270,I need to change my delivery address before dispatch.,I need to change my delivery address before dispatch.,delivery,en,email,0.81
LBL-04047,The new interface is really confusing. The old one was much better.,The new interface is really confusing. The old one was much better.,feedback,pcm,chat,0.75
LBL-00757,Ba na iya sauya kalmar sirrin na.,Ba na iya sauya kalmar sirrin na.,account,ha,social,0.74
LBL-01011,The password reset link e no dey work. I've tried 5 times.,The password reset link e no dey work. I've tried 5 times.,account,mixed,email,0.98
LBL-02795,Error ERR-537 dey show every time. I no sabi wetin am mean. 😤,Error ERR-537 dey show every time. I no sabi wetin am mean. 😤,technical,pcm,social,0.96
LBL-02906,Error ERR-218 dey show every time. I no sabi wetin am mean. 😡😡,Error ERR-218 dey show every time. I no sabi wetin am mean. 😡😡,technical,pcm,email,0.79
LBL-01871,My discount code was not applied at checkout. I paid full price.,My discount code was not applied at checkout. I paid full price.,billing,en,email,0.84
LBL-02230,I cannot download my data export. The link says 'file not found'. 👎👎,I cannot download my data export. The link says 'file not found'. 👎👎,technical,en,chat,0.79
LBL-01174,My profile picture and settings were deleted without warning.,My profile picture and settings were deleted without warning.,account,en,chat,0.84
LBL-01833,"I was charged ₦50,000 twice this month. Please reverse one charge. 😤","I was charged ₦50,000 twice this month. Please reverse one charge. 😤",billing,en,chat,0.89
LBL-00377,My account has been locked for 14 days and I cannot log in!!!,My account has been locked for 14 days and I cannot log in!!!,account,en,email,0.76
LBL-03854,My order is showing as stuck in transit for 11 days.,My order is showing as stuck in transit for 11 days.,delivery,en,social,0.79
LBL-03617,The estimated delivery date has been pushed back three times.,The estimated delivery date has been pushed back three times.,delivery,pcm,social,0.87
LBL-00799,MY PROFILE PICTURE AND SETTINGS WERE DELETED WITHOUT WARNING!!!,MY PROFILE PICTURE AND SETTINGS WERE DELETED WITHOUT WARNING!!!,account,en,email,0.97
LBL-00379,Account locked after 8 failed login attempts. Please help.,Account locked after 8 failed login attempts. Please help.,account,en,chat,0.86
LBL-01159,I have been trying to access my account since last week with no success.,I have been trying to access my account since last week with no success.,account,en,email,0.81
LBL-03820,Aikace-aikacen ya lalace a iPhone 14 na.,Aikace-aikacen ya lalace a iPhone 14 na.,delivery,ha,chat,0.87
LBL-02793,The app crashes every time I open it on Tecno Camon 20!!!,The app crashes every time I open it on Tecno Camon 20!!!,technical,en,email,0.84
LBL-02241,Upload button no dey do anything. I can't send my documents.,Upload button no dey do anything. I can't send my documents.,technical,pcm,social,0.73
LBL-04036,The pricing is too high compared to your competitors.,The pricing is too high compared to your competitors.,feedback,en,email,0.78
LBL-02663,THE APP DEY CRASH EVERY TIME I OPEN AM FOR MY SAMSUNG S23.,THE APP DEY CRASH EVERY TIME I OPEN AM FOR MY SAMSUNG S23.,technical,pcm,chat,1.0
LBL-04013,I love the new features but the performance has got worse.,I love the new features but the performance has got worse.,feedback,en,chat,0.8
LBL-02958,The app is extremely slow — e dey do 28 seconds for simple task.,The app is extremely slow — e dey do 28 seconds for simple task.,technical,mixed,social,0.92
LBL-03928,The onboarding process was smooth and the product works well.,The onboarding process was smooth and the product works well.,feedback,en,social,0.88
LBL-01039,Error code ERR-763 keeps showing when I try to upload my documents.,Error code ERR-763 keeps showing when I try to upload my documents.,account,mixed,email,0.85
LBL-03260,This is unacceptable! 5 days and my issue has not been resolved.,This is unacceptable! 5 days and my issue has not been resolved.,delivery,mixed,social,0.8
