post_id,text,language,sentiment,city,platform,date
SNT-00477,Still not resolved after 4 days. This is unacceptable.,en,negative,Port Harcourt,twitter,2025-06-22
SNT-00478,Can you confirm whether the issue has been escalated?,mixed,neutral,Port Harcourt,twitter,2025-06-14
SNT-00479,This is the worst customer service I have ever experienced.,pcm,negative,Lagos,instagram,2025-06-14
SNT-00480,Still not resolved after 5 days. This is unacceptable.,en,negative,Abuja,twitter,2025-06-04
SNT-00481,Very smooth experience. The app works perfectly now.,pcm,positive,Port Harcourt,facebook,2025-06-22
SNT-00482,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,pcm,positive,Lagos,instagram,2025-06-01
SNT-00483,The issue was resolved very quickly. Excellent service.,pcm,positive,Ibadan,facebook,2025-06-25
SNT-00484,Very smooth experience. The app works perfectly now.,mixed,positive,Kano,twitter,2025-06-03
SNT-00485,Still waiting. No response. Very frustrated.,en,negative,Ibadan,instagram,2025-06-28
SNT-00486,Please let me know the status of my request.,en,neutral,Port Harcourt,instagram,2025-06-28
SNT-00487,Abeg e don work now. Una try well well. God bless.,en,positive,Abuja,facebook,2025-06-27
SNT-00488,Terrible experience from start to finish. Will not return.,en,negative,Lagos,twitter,2025-06-12
SNT-00489,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Lagos,twitter,2025-06-21
SNT-00490,Abeg I don tire. 4 days of nothing.,en,negative,Lagos,twitter,2025-06-18
SNT-00491,The new update fixed all my issues. Great improvement.,en,positive,Lagos,twitter,2025-06-14
SNT-00492,The new update fixed all my issues. Great improvement.,en,positive,Lagos,facebook,2025-06-07
SNT-00493,I have submitted the required documents as requested.,en,neutral,Lagos,twitter,2025-06-24
SNT-00494,Still not resolved after 8 days. This is unacceptable.,en,negative,Abuja,facebook,2025-06-04
SNT-00495,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Lagos,twitter,2025-06-26
SNT-00496,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Lagos,instagram,2025-06-05
SNT-00497,My ticket number is ORD-122080. Awaiting your response.,pcm,neutral,Lagos,twitter,2025-06-27
SNT-00498,I am very disappointed with the level of service here.,en,negative,Lagos,instagram,2025-06-01
SNT-00499,Abeg I don tire. 1 days of nothing.,en,negative,Lagos,instagram,2025-06-17
SNT-00500,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,pcm,negative,Ibadan,facebook,2025-06-25
SNT-00501,Finally sorted! The agent was very professional and helpful.,pcm,positive,Abuja,instagram,2025-06-03
SNT-00502,I was told to wait 1 days. It has now been 1 days.,en,neutral,Lagos,twitter,2025-06-16
SNT-00503,I am following up on my complaint from 13 days ago.,en,neutral,Ibadan,twitter,2025-06-27
SNT-00504,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Kano,twitter,2025-06-06
SNT-00505,This service has gone downhill. 5 years customer and this?,en,negative,Abuja,twitter,2025-06-20
SNT-00506,I was told to wait 13 days. It has now been 13 days.,en,neutral,Lagos,facebook,2025-06-22
SNT-00507,Finally sorted! The agent was very professional and helpful.,en,positive,Abuja,instagram,2025-06-29
SNT-00508,I am very disappointed with the level of service here.,en,negative,Port Harcourt,instagram,2025-06-04
SNT-00509,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Abuja,twitter,2025-06-20
SNT-00510,The issue was resolved very quickly. Excellent service.,pcm,positive,Ibadan,twitter,2025-06-06
SNT-00511,My refund arrived. Thank you for the quick turnaround.,en,positive,Port Harcourt,twitter,2025-06-24
SNT-00512,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Abuja,twitter,2025-06-12
SNT-00513,Una don receive my email? I need status update.,pcm,neutral,Ibadan,twitter,2025-06-19
SNT-00514,Still waiting. No response. Very frustrated.,pcm,negative,Port Harcourt,twitter,2025-06-18
SNT-00515,My complaint has been ignored for 2 days.,mixed,negative,Abuja,instagram,2025-06-27
SNT-00516,I am impressed by how fast the team responded to my complaint.,en,positive,Kano,twitter,2025-06-15
SNT-00517,This service has gone downhill. 6 years customer and this?,mixed,negative,Port Harcourt,twitter,2025-06-28
SNT-00518,Still not resolved after 10 days. This is unacceptable.,en,negative,Ibadan,twitter,2025-06-13
SNT-00519,I was told to wait 3 days. It has now been 3 days.,en,neutral,Lagos,instagram,2025-06-10
SNT-00520,Abeg I don tire. 6 days of nothing.,en,negative,Lagos,twitter,2025-06-18
SNT-00521,Still waiting. No response. Very frustrated.,en,negative,Ibadan,instagram,2025-06-28
SNT-00522,I have submitted the required documents as requested.,en,neutral,Lagos,instagram,2025-06-30
SNT-00523,Can you confirm whether the issue has been escalated?,en,neutral,Kano,instagram,2025-06-24
SNT-00524,Finally sorted! The agent was very professional and helpful.,en,positive,Abuja,twitter,2025-06-20
SNT-00525,My complaint has been ignored for 12 days.,en,negative,Lagos,instagram,2025-06-09
SNT-00526,My ticket number is ORD-119303. Awaiting your response.,en,neutral,Abuja,twitter,2025-06-26
SNT-00527,I am very disappointed with the level of service here.,ha,negative,Kano,twitter,2025-06-09
SNT-00528,I was told to wait 12 days. It has now been 12 days.,pcm,neutral,Kano,instagram,2025-06-24
SNT-00529,Finally sorted! The agent was very professional and helpful.,pcm,positive,Lagos,facebook,2025-06-16
SNT-00530,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Kano,twitter,2025-06-02
SNT-00531,Abeg I don tire. 13 days of nothing.,en,negative,Abuja,instagram,2025-06-28
SNT-00532,Still not resolved after 6 days. This is unacceptable.,en,negative,Lagos,twitter,2025-06-17
SNT-00533,My ticket number is ORD-528730. Awaiting your response.,en,neutral,Lagos,twitter,2025-06-11
SNT-00534,Outstanding customer support. Will definitely recommend.,en,positive,Ibadan,twitter,2025-06-17
SNT-00535,Please let me know the status of my request.,en,neutral,Abuja,facebook,2025-06-12
SNT-00536,This service has gone downhill. 4 years customer and this?,ha,negative,Lagos,twitter,2025-06-27
SNT-00537,Still waiting. No response. Very frustrated.,yo,negative,Ibadan,twitter,2025-06-09
SNT-00538,I am following up on my complaint from 9 days ago.,en,neutral,Lagos,instagram,2025-06-28
SNT-00539,This is the worst customer service I have ever experienced.,en,negative,Lagos,instagram,2025-06-08
SNT-00540,I am very disappointed with the level of service here.,en,negative,Ibadan,facebook,2025-06-12
SNT-00541,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,pcm,negative,Lagos,facebook,2025-06-18
SNT-00542,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Ibadan,instagram,2025-06-06
SNT-00543,Can you confirm whether the issue has been escalated?,en,neutral,Port Harcourt,facebook,2025-06-02
SNT-00544,Terrible experience from start to finish. Will not return.,en,negative,Abuja,twitter,2025-06-04
SNT-00545,Please let me know the status of my request.,pcm,neutral,Kano,instagram,2025-06-12
SNT-00546,Abeg e don work now. Una try well well. God bless.,en,positive,Lagos,facebook,2025-06-25
SNT-00547,I was told to wait 14 days. It has now been 14 days.,en,neutral,Abuja,instagram,2025-06-10
SNT-00548,Finally sorted! The agent was very professional and helpful.,en,positive,Abuja,facebook,2025-06-03
SNT-00549,This service has gone downhill. 7 years customer and this?,en,negative,Kano,twitter,2025-06-15
SNT-00550,My complaint has been ignored for 12 days.,ha,negative,Lagos,facebook,2025-06-21
SNT-00551,Still waiting. No response. Very frustrated.,en,negative,Port Harcourt,instagram,2025-06-13
SNT-00552,Abeg I don tire. 4 days of nothing.,mixed,negative,Abuja,facebook,2025-06-27
SNT-00553,The new update fixed all my issues. Great improvement.,en,positive,Lagos,facebook,2025-06-13
SNT-00554,Terrible experience from start to finish. Will not return.,pcm,negative,Kano,twitter,2025-06-27
SNT-00555,I am very disappointed with the level of service here.,en,negative,Abuja,facebook,2025-06-03
SNT-00556,I am following up on my complaint from 2 days ago.,en,neutral,Lagos,twitter,2025-06-29
SNT-00557,E don fix. Una be the best! Thank you so much.,en,positive,Ibadan,twitter,2025-06-02
SNT-00558,I was told to wait 10 days. It has now been 10 days.,yo,neutral,Port Harcourt,facebook,2025-06-18
SNT-00559,Finally sorted! The agent was very professional and helpful.,en,positive,Port Harcourt,twitter,2025-06-25
SNT-00560,Can you confirm whether the issue has been escalated?,en,neutral,Kano,twitter,2025-06-12
SNT-00561,Abeg e don work now. Una try well well. God bless.,en,positive,Lagos,twitter,2025-06-04
SNT-00562,E don fix. Una be the best! Thank you so much.,pcm,positive,Lagos,facebook,2025-06-19
SNT-00563,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Ibadan,instagram,2025-06-12
SNT-00564,Una don receive my email? I need status update.,en,neutral,Lagos,instagram,2025-06-01
SNT-00565,I am very disappointed with the level of service here.,mixed,negative,Lagos,facebook,2025-06-21
SNT-00566,I am impressed by how fast the team responded to my complaint.,en,positive,Lagos,facebook,2025-06-03
SNT-00567,My ticket number is ORD-773945. Awaiting your response.,en,neutral,Port Harcourt,instagram,2025-06-19
SNT-00568,The new update fixed all my issues. Great improvement.,en,positive,Abuja,twitter,2025-06-17
SNT-00569,My ticket number is ORD-217385. Awaiting your response.,pcm,neutral,Abuja,instagram,2025-06-29
SNT-00570,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Lagos,twitter,2025-06-25
SNT-00571,This is the worst customer service I have ever experienced.,yo,negative,Port Harcourt,twitter,2025-06-02
SNT-00572,Terrible experience from start to finish. Will not return.,en,negative,Abuja,twitter,2025-06-23
SNT-00573,The issue was resolved very quickly. Excellent service.,en,positive,Lagos,facebook,2025-06-17
SNT-00574,This is the worst customer service I have ever experienced.,en,negative,Abuja,twitter,2025-06-14
SNT-00575,This is the worst customer service I have ever experienced.,mixed,negative,Port Harcourt,facebook,2025-06-21
SNT-00576,I have submitted the required documents as requested.,en,neutral,Lagos,twitter,2025-06-14
SNT-00577,Very smooth experience. The app works perfectly now.,pcm,positive,Port Harcourt,twitter,2025-06-08
SNT-00578,I am impressed by how fast the team responded to my complaint.,pcm,positive,Lagos,instagram,2025-06-29
SNT-00579,Finally sorted! The agent was very professional and helpful.,pcm,positive,Ibadan,instagram,2025-06-06
SNT-00580,I am impressed by how fast the team responded to my complaint.,en,positive,Ibadan,twitter,2025-06-19
SNT-00581,I am very disappointed with the level of service here.,pcm,negative,Lagos,twitter,2025-06-03
SNT-00582,E don fix. Una be the best! Thank you so much.,mixed,positive,Kano,twitter,2025-06-09
SNT-00583,Requesting update on the refund process for order ORD-198474.,en,neutral,Lagos,twitter,2025-06-06
SNT-00584,My refund arrived. Thank you for the quick turnaround.,pcm,positive,Kano,twitter,2025-06-29
SNT-00585,Can you confirm whether the issue has been escalated?,pcm,neutral,Abuja,twitter,2025-06-10
SNT-00586,Very smooth experience. The app works perfectly now.,en,positive,Kano,instagram,2025-06-20
SNT-00587,Una don receive my email? I need status update.,en,neutral,Lagos,twitter,2025-06-16
SNT-00588,This service has gone downhill. 3 years customer and this?,en,negative,Abuja,instagram,2025-06-10
SNT-00589,My ticket number is ORD-898993. Awaiting your response.,pcm,neutral,Abuja,facebook,2025-06-17
SNT-00590,My complaint has been ignored for 13 days.,yo,negative,Lagos,facebook,2025-06-30
SNT-00591,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Lagos,facebook,2025-06-29
SNT-00592,I am impressed by how fast the team responded to my complaint.,en,positive,Abuja,twitter,2025-06-01
SNT-00593,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Lagos,twitter,2025-06-15
SNT-00594,The new update fixed all my issues. Great improvement.,en,positive,Lagos,instagram,2025-06-18
SNT-00595,Still waiting. No response. Very frustrated.,en,negative,Port Harcourt,facebook,2025-06-24
SNT-00596,This service has gone downhill. 6 years customer and this?,ha,negative,Ibadan,twitter,2025-06-22
SNT-00597,Una don receive my email? I need status update.,en,neutral,Abuja,twitter,2025-06-17
SNT-00598,I am impressed by how fast the team responded to my complaint.,mixed,positive,Kano,facebook,2025-06-16
SNT-00599,I am impressed by how fast the team responded to my complaint.,yo,positive,Abuja,instagram,2025-06-12
SNT-00600,Outstanding customer support. Will definitely recommend.,en,positive,Abuja,facebook,2025-06-11
SNT-00601,I am impressed by how fast the team responded to my complaint.,en,positive,Lagos,instagram,2025-06-29
SNT-00602,Still waiting. No response. Very frustrated.,en,negative,Abuja,twitter,2025-06-26
SNT-00603,I am very disappointed with the level of service here.,en,negative,Lagos,instagram,2025-06-08
SNT-00604,I have submitted the required documents as requested.,en,neutral,Lagos,twitter,2025-06-06
SNT-00605,I am impressed by how fast the team responded to my complaint.,pcm,positive,Lagos,twitter,2025-06-27
SNT-00606,This service has gone downhill. 6 years customer and this?,en,negative,Lagos,twitter,2025-06-01
SNT-00607,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Lagos,twitter,2025-06-13
SNT-00608,Abeg e don work now. Una try well well. God bless.,en,positive,Kano,instagram,2025-06-03
SNT-00609,The new update fixed all my issues. Great improvement.,en,positive,Lagos,facebook,2025-06-05
SNT-00610,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,en,positive,Port Harcourt,instagram,2025-06-19
SNT-00611,My refund arrived. Thank you for the quick turnaround.,mixed,positive,Port Harcourt,twitter,2025-06-21
SNT-00612,My refund arrived. Thank you for the quick turnaround.,en,positive,Lagos,facebook,2025-06-05
SNT-00613,My complaint has been ignored for 11 days.,en,negative,Kano,facebook,2025-06-11
SNT-00614,I have submitted the required documents as requested.,mixed,neutral,Abuja,instagram,2025-06-19
SNT-00615,Requesting update on the refund process for order ORD-439743.,en,neutral,Lagos,twitter,2025-06-11
SNT-00616,This is the worst customer service I have ever experienced.,mixed,negative,Lagos,instagram,2025-06-11
SNT-00617,I am impressed by how fast the team responded to my complaint.,ha,positive,Port Harcourt,facebook,2025-06-16
SNT-00618,The issue was resolved very quickly. Excellent service.,pcm,positive,Lagos,twitter,2025-06-21
SNT-00619,I have submitted the required documents as requested.,en,neutral,Kano,facebook,2025-06-21
SNT-00620,Outstanding customer support. Will definitely recommend.,en,positive,Abuja,facebook,2025-06-23
SNT-00621,This is the worst customer service I have ever experienced.,en,negative,Port Harcourt,facebook,2025-06-07
SNT-00622,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Lagos,twitter,2025-06-05
SNT-00623,Please let me know the status of my request.,en,neutral,Lagos,twitter,2025-06-14
SNT-00624,This service has gone downhill. 8 years customer and this?,en,negative,Kano,instagram,2025-06-17
SNT-00625,Still waiting. No response. Very frustrated.,pcm,negative,Kano,twitter,2025-06-25
SNT-00626,I was told to wait 4 days. It has now been 4 days.,pcm,neutral,Abuja,twitter,2025-06-02
SNT-00627,This is the worst customer service I have ever experienced.,en,negative,Lagos,twitter,2025-06-26
SNT-00628,I am following up on my complaint from 12 days ago.,en,neutral,Ibadan,facebook,2025-06-21
SNT-00629,Very smooth experience. The app works perfectly now.,pcm,positive,Lagos,twitter,2025-06-29
SNT-00630,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Kano,facebook,2025-06-23
SNT-00631,I am following up on my complaint from 6 days ago.,pcm,neutral,Abuja,instagram,2025-06-28
SNT-00632,Still not resolved after 9 days. This is unacceptable.,pcm,negative,Kano,twitter,2025-06-07
SNT-00633,Terrible experience from start to finish. Will not return.,en,negative,Lagos,instagram,2025-06-06
SNT-00634,E no fix at all. Una be waste of time. Very bad experience.,pcm,negative,Port Harcourt,twitter,2025-06-19
SNT-00635,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Lagos,instagram,2025-06-05
SNT-00636,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,pcm,positive,Lagos,instagram,2025-06-11
SNT-00637,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Abuja,twitter,2025-06-19
SNT-00638,My refund arrived. Thank you for the quick turnaround.,pcm,positive,Abuja,twitter,2025-06-22
SNT-00639,Terrible experience from start to finish. Will not return.,en,negative,Kano,facebook,2025-06-27
SNT-00640,This service has gone downhill. 2 years customer and this?,pcm,negative,Lagos,facebook,2025-06-03
SNT-00641,I have submitted the required documents as requested.,en,neutral,Lagos,twitter,2025-06-15
SNT-00642,My refund arrived. Thank you for the quick turnaround.,en,positive,Lagos,twitter,2025-06-22
SNT-00643,Finally sorted! The agent was very professional and helpful.,mixed,positive,Abuja,twitter,2025-06-19
SNT-00644,Can you confirm whether the issue has been escalated?,en,neutral,Kano,facebook,2025-06-14
SNT-00645,My refund arrived. Thank you for the quick turnaround.,en,positive,Abuja,facebook,2025-06-16
SNT-00646,My ticket number is ORD-354240. Awaiting your response.,en,neutral,Lagos,instagram,2025-06-15
SNT-00647,The new update fixed all my issues. Great improvement.,en,positive,Lagos,instagram,2025-06-12
SNT-00648,Can you confirm whether the issue has been escalated?,en,neutral,Port Harcourt,twitter,2025-06-14
SNT-00649,Still waiting. No response. Very frustrated.,en,negative,Lagos,twitter,2025-06-02
SNT-00650,My complaint has been ignored for 11 days.,pcm,negative,Lagos,facebook,2025-06-04
SNT-00651,My refund arrived. Thank you for the quick turnaround.,en,positive,Lagos,twitter,2025-06-07
SNT-00652,The new update fixed all my issues. Great improvement.,mixed,positive,Lagos,facebook,2025-06-02
SNT-00653,I am impressed by how fast the team responded to my complaint.,en,positive,Port Harcourt,twitter,2025-06-18
SNT-00654,Still not resolved after 9 days. This is unacceptable.,en,negative,Lagos,twitter,2025-06-19
SNT-00655,I was told to wait 6 days. It has now been 6 days.,mixed,neutral,Abuja,instagram,2025-06-15
SNT-00656,E don fix. Una be the best! Thank you so much.,en,positive,Kano,instagram,2025-06-09
SNT-00657,Una don receive my email? I need status update.,mixed,neutral,Abuja,twitter,2025-06-20
SNT-00658,E don fix. Una be the best! Thank you so much.,en,positive,Lagos,facebook,2025-06-06
SNT-00659,Terrible experience from start to finish. Will not return.,en,negative,Kano,twitter,2025-06-01
SNT-00660,Still not resolved after 1 days. This is unacceptable.,ha,negative,Lagos,twitter,2025-06-07
SNT-00661,Requesting update on the refund process for order ORD-249558.,en,neutral,Port Harcourt,twitter,2025-06-18
SNT-00662,This is the worst customer service I have ever experienced.,en,negative,Abuja,twitter,2025-06-21
SNT-00663,I have submitted the required documents as requested.,pcm,neutral,Lagos,twitter,2025-06-12
SNT-00664,I have submitted the required documents as requested.,en,neutral,Lagos,twitter,2025-06-12
SNT-00665,E don fix. Una be the best! Thank you so much.,en,positive,Lagos,twitter,2025-06-03
SNT-00666,Terrible experience from start to finish. Will not return.,mixed,negative,Abuja,instagram,2025-06-02
SNT-00667,My complaint has been ignored for 3 days.,en,negative,Port Harcourt,twitter,2025-06-27
SNT-00668,Terrible experience from start to finish. Will not return.,pcm,negative,Lagos,instagram,2025-06-28
SNT-00669,Abeg I don tire. 1 days of nothing.,en,negative,Abuja,instagram,2025-06-14
SNT-00670,Still not resolved after 4 days. This is unacceptable.,en,negative,Kano,twitter,2025-06-02
SNT-00671,Finally sorted! The agent was very professional and helpful.,pcm,positive,Kano,twitter,2025-06-15
SNT-00672,Terrible experience from start to finish. Will not return.,mixed,negative,Ibadan,instagram,2025-06-25
SNT-00673,E don fix. Una be the best! Thank you so much.,pcm,positive,Lagos,twitter,2025-06-20
SNT-00674,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Kano,instagram,2025-06-19
SNT-00675,Still not resolved after 5 days. This is unacceptable.,en,negative,Port Harcourt,facebook,2025-06-03
SNT-00676,My complaint has been ignored for 7 days.,pcm,negative,Abuja,twitter,2025-06-07
SNT-00677,Still waiting. No response. Very frustrated.,pcm,negative,Abuja,facebook,2025-06-13
SNT-00678,This is the worst customer service I have ever experienced.,en,negative,Lagos,facebook,2025-06-23
SNT-00679,My refund arrived. Thank you for the quick turnaround.,pcm,positive,Port Harcourt,instagram,2025-06-18
SNT-00680,My refund arrived. Thank you for the quick turnaround.,en,positive,Ibadan,twitter,2025-06-15
SNT-00681,Can you confirm whether the issue has been escalated?,en,neutral,Kano,twitter,2025-06-21
SNT-00682,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Abuja,twitter,2025-06-13
SNT-00683,Terrible experience from start to finish. Will not return.,en,negative,Lagos,twitter,2025-06-21
SNT-00684,Please let me know the status of my request.,en,neutral,Lagos,twitter,2025-06-02
SNT-00685,Still waiting. No response. Very frustrated.,pcm,negative,Port Harcourt,twitter,2025-06-01
SNT-00686,Terrible experience from start to finish. Will not return.,en,negative,Lagos,twitter,2025-06-01
SNT-00687,Abeg I don tire. 2 days of nothing.,en,negative,Kano,twitter,2025-06-30
SNT-00688,My complaint has been ignored for 7 days.,en,negative,Abuja,twitter,2025-06-30
SNT-00689,Requesting update on the refund process for order ORD-957421.,en,neutral,Lagos,twitter,2025-06-08
SNT-00690,I am following up on my complaint from 7 days ago.,en,neutral,Lagos,instagram,2025-06-18
SNT-00691,Abeg e don work now. Una try well well. God bless.,en,positive,Kano,twitter,2025-06-09
SNT-00692,I have submitted the required documents as requested.,en,neutral,Kano,twitter,2025-06-10
SNT-00693,Terrible experience from start to finish. Will not return.,pcm,negative,Lagos,twitter,2025-06-06
SNT-00694,Still waiting. No response. Very frustrated.,en,negative,Lagos,twitter,2025-06-26
SNT-00695,I am very disappointed with the level of service here.,en,negative,Lagos,twitter,2025-06-09
SNT-00696,Finally sorted! The agent was very professional and helpful.,en,positive,Port Harcourt,twitter,2025-06-02
SNT-00697,Still waiting. No response. Very frustrated.,en,negative,Lagos,twitter,2025-06-13
SNT-00698,Still not resolved after 7 days. This is unacceptable.,mixed,negative,Abuja,instagram,2025-06-29
SNT-00699,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Lagos,facebook,2025-06-22
SNT-00700,Abeg I don tire. 4 days of nothing.,en,negative,Lagos,twitter,2025-06-16
SNT-00701,Requesting update on the refund process for order ORD-211448.,pcm,neutral,Lagos,instagram,2025-06-01
SNT-00702,Abeg I don tire. 2 days of nothing.,en,negative,Ibadan,instagram,2025-06-07
SNT-00703,Still waiting. No response. Very frustrated.,en,negative,Ibadan,twitter,2025-06-20
SNT-00704,Still not resolved after 5 days. This is unacceptable.,yo,negative,Lagos,twitter,2025-06-06
SNT-00705,Can you confirm whether the issue has been escalated?,pcm,neutral,Abuja,facebook,2025-06-07
SNT-00706,My complaint has been ignored for 9 days.,en,negative,Abuja,twitter,2025-06-13
SNT-00707,This service has gone downhill. 5 years customer and this?,pcm,negative,Abuja,twitter,2025-06-06
SNT-00708,Can you confirm whether the issue has been escalated?,en,neutral,Lagos,instagram,2025-06-30
SNT-00709,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,ha,negative,Kano,instagram,2025-06-29
SNT-00710,I am following up on my complaint from 2 days ago.,en,neutral,Kano,twitter,2025-06-18
SNT-00711,The new update fixed all my issues. Great improvement.,en,positive,Kano,twitter,2025-06-26
SNT-00712,Still waiting. No response. Very frustrated.,ha,negative,Abuja,instagram,2025-06-14
SNT-00713,Finally sorted! The agent was very professional and helpful.,en,positive,Port Harcourt,facebook,2025-06-19
SNT-00714,The new update fixed all my issues. Great improvement.,mixed,positive,Abuja,instagram,2025-06-15
SNT-00715,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,pcm,negative,Lagos,twitter,2025-06-01
SNT-00716,The new update fixed all my issues. Great improvement.,en,positive,Kano,instagram,2025-06-23
SNT-00717,Requesting update on the refund process for order ORD-622498.,mixed,neutral,Ibadan,facebook,2025-06-30
SNT-00718,My refund arrived. Thank you for the quick turnaround.,en,positive,Lagos,instagram,2025-06-21
SNT-00719,I was told to wait 9 days. It has now been 9 days.,pcm,neutral,Ibadan,instagram,2025-06-30
SNT-00720,I am very disappointed with the level of service here.,pcm,negative,Lagos,twitter,2025-06-07
SNT-00721,The new update fixed all my issues. Great improvement.,en,positive,Abuja,twitter,2025-06-20
SNT-00722,I was told to wait 1 days. It has now been 1 days.,en,neutral,Lagos,twitter,2025-06-29
SNT-00723,Still not resolved after 8 days. This is unacceptable.,pcm,negative,Abuja,twitter,2025-06-04
SNT-00724,Terrible experience from start to finish. Will not return.,pcm,negative,Lagos,twitter,2025-06-07
SNT-00725,Still not resolved after 8 days. This is unacceptable.,en,negative,Lagos,twitter,2025-06-25
SNT-00726,Abeg I don tire. 6 days of nothing.,en,negative,Ibadan,instagram,2025-06-08
SNT-00727,E don fix. Una be the best! Thank you so much.,en,positive,Ibadan,twitter,2025-06-16
SNT-00728,I am very disappointed with the level of service here.,en,negative,Kano,instagram,2025-06-23
SNT-00729,Please let me know the status of my request.,pcm,neutral,Lagos,instagram,2025-06-11
SNT-00730,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,pcm,negative,Abuja,twitter,2025-06-26
SNT-00731,The issue was resolved very quickly. Excellent service.,pcm,positive,Port Harcourt,twitter,2025-06-27
SNT-00732,Still waiting. No response. Very frustrated.,mixed,negative,Kano,instagram,2025-06-22
SNT-00733,Please let me know the status of my request.,en,neutral,Abuja,facebook,2025-06-01
SNT-00734,Terrible experience from start to finish. Will not return.,mixed,negative,Kano,instagram,2025-06-20
SNT-00735,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Kano,twitter,2025-06-07
SNT-00736,I am very disappointed with the level of service here.,pcm,negative,Kano,twitter,2025-06-20
SNT-00737,Una don receive my email? I need status update.,en,neutral,Lagos,instagram,2025-06-18
SNT-00738,This is the worst customer service I have ever experienced.,en,negative,Abuja,instagram,2025-06-17
SNT-00739,Abeg I don tire. 13 days of nothing.,en,negative,Lagos,twitter,2025-06-17
SNT-00740,Still not resolved after 7 days. This is unacceptable.,en,negative,Lagos,instagram,2025-06-15
SNT-00741,I am following up on my complaint from 13 days ago.,pcm,neutral,Abuja,facebook,2025-06-12
SNT-00742,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Port Harcourt,twitter,2025-06-13
SNT-00743,Terrible experience from start to finish. Will not return.,mixed,negative,Lagos,twitter,2025-06-26
SNT-00744,Still waiting. No response. Very frustrated.,en,negative,Lagos,twitter,2025-06-23
SNT-00745,Terrible experience from start to finish. Will not return.,en,negative,Abuja,instagram,2025-06-05
SNT-00746,Very smooth experience. The app works perfectly now.,en,positive,Abuja,instagram,2025-06-13
SNT-00747,Terrible experience from start to finish. Will not return.,en,negative,Port Harcourt,facebook,2025-06-27
SNT-00748,I have submitted the required documents as requested.,en,neutral,Kano,twitter,2025-06-08
SNT-00749,My complaint has been ignored for 1 days.,ha,negative,Port Harcourt,instagram,2025-06-07
SNT-00750,I am following up on my complaint from 11 days ago.,en,neutral,Lagos,facebook,2025-06-12
SNT-00751,Terrible experience from start to finish. Will not return.,en,negative,Lagos,twitter,2025-06-14
SNT-00752,Can you confirm whether the issue has been escalated?,en,neutral,Lagos,facebook,2025-06-04
SNT-00753,Requesting update on the refund process for order ORD-316106.,en,neutral,Abuja,instagram,2025-06-21
SNT-00754,I have submitted the required documents as requested.,yo,neutral,Kano,twitter,2025-06-05
SNT-00755,Abeg I don tire. 3 days of nothing.,en,negative,Lagos,instagram,2025-06-19
SNT-00756,Requesting update on the refund process for order ORD-681895.,en,neutral,Ibadan,facebook,2025-06-05
SNT-00757,This service has gone downhill. 4 years customer and this?,pcm,negative,Lagos,twitter,2025-06-13
SNT-00758,Very smooth experience. The app works perfectly now.,mixed,positive,Ibadan,twitter,2025-06-11
SNT-00759,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,en,positive,Lagos,twitter,2025-06-26
SNT-00760,Still waiting. No response. Very frustrated.,pcm,negative,Lagos,instagram,2025-06-30
SNT-00761,Abeg I don tire. 8 days of nothing.,en,negative,Lagos,twitter,2025-06-07
SNT-00762,I was told to wait 4 days. It has now been 4 days.,en,neutral,Ibadan,instagram,2025-06-12
SNT-00763,My refund arrived. Thank you for the quick turnaround.,pcm,positive,Lagos,facebook,2025-06-09
